"category","measure","model","value","k_wheat_tot","k_wheat"
"Reformprodukte","RMSE","MBG/CNBD-k",1.18267659888955,"1.57283207024467","1.70318470933466"
"Reformprodukte","BIAS","BG/NBD",0.600431009594227,"1.57283207024467","1.70318470933466"
"Reformprodukte","BIAS","BG/CNBD-k",0.490671207553016,"1.57283207024467","1.70318470933466"
"Reformprodukte","BIAS","MBG/NBD",0.441020373848891,"1.57283207024467","1.70318470933466"
"Reformprodukte","BIAS","MBG/CNBD-k",0.308242810337808,"1.57283207024467","1.70318470933466"
"Reformprodukte","LL","BG/NBD",-939.508625901816,"1.57283207024467","1.70318470933466"
"Reformprodukte","LL","BG/CNBD-k",-929.189535848574,"1.57283207024467","1.70318470933466"
"Reformprodukte","LL","MBG/NBD",-937.064472552853,"1.57283207024467","1.70318470933466"
"Reformprodukte","LL","MBG/CNBD-k",-925.581878616766,"1.57283207024467","1.70318470933466"
"Reformprodukte","r","BG/NBD",0.195901027606835,"1.57283207024467","1.70318470933466"
"Reformprodukte","r","BG/CNBD-k",0.18380406612611,"1.57283207024467","1.70318470933466"
"Reformprodukte","r","MBG/NBD",1.2435067591591,"1.57283207024467","1.70318470933466"
"Reformprodukte","r","MBG/CNBD-k",1.17446607384074,"1.57283207024467","1.70318470933466"
"Reformprodukte","alpha","BG/NBD",5.08147993245476,"1.57283207024467","1.70318470933466"
"Reformprodukte","alpha","BG/CNBD-k",1.66186274572274,"1.57283207024467","1.70318470933466"
"Reformprodukte","alpha","MBG/NBD",13.1487541171264,"1.57283207024467","1.70318470933466"
"Reformprodukte","alpha","MBG/CNBD-k",4.58458238589823,"1.57283207024467","1.70318470933466"
"Reformprodukte","a","BG/NBD",0.551573768914661,"1.57283207024467","1.70318470933466"
"Reformprodukte","a","BG/CNBD-k",0.715757769082609,"1.57283207024467","1.70318470933466"
"Reformprodukte","a","MBG/NBD",0.606221834804854,"1.57283207024467","1.70318470933466"
"Reformprodukte","a","MBG/CNBD-k",0.76585315438522,"1.57283207024467","1.70318470933466"
"Reformprodukte","b","BG/NBD",1.67093005169918,"1.57283207024467","1.70318470933466"
"Reformprodukte","b","BG/CNBD-k",1.52515529578402,"1.57283207024467","1.70318470933466"
"Reformprodukte","b","MBG/NBD",0.42750952362485,"1.57283207024467","1.70318470933466"
"Reformprodukte","b","MBG/CNBD-k",0.504458847803701,"1.57283207024467","1.70318470933466"
"Reformprodukte","k","BG/NBD",1,"1.57283207024467","1.70318470933466"
"Reformprodukte","k","BG/CNBD-k",2,"1.57283207024467","1.70318470933466"
"Reformprodukte","k","MBG/NBD",1,"1.57283207024467","1.70318470933466"
"Reformprodukte","k","MBG/CNBD-k",2,"1.57283207024467","1.70318470933466"
"Reformprodukte","N","BG/NBD",249,"1.57283207024467","1.70318470933466"
"Reformprodukte","N","BG/CNBD-k",249,"1.57283207024467","1.70318470933466"
"Reformprodukte","N","MBG/NBD",249,"1.57283207024467","1.70318470933466"
"Reformprodukte","N","MBG/CNBD-k",249,"1.57283207024467","1.70318470933466"
"Reiniger_sonstige","MAE","BG/NBD",0.746356556691724,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","MAE","BG/CNBD-k",0.686971856596966,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","MAE","MBG/NBD",0.720901432523667,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","MAE","MBG/CNBD-k",0.630726590413593,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","RMSE","BG/NBD",1.12195895496206,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","RMSE","BG/CNBD-k",1.13305241428533,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","RMSE","MBG/NBD",1.12786667686438,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","RMSE","MBG/CNBD-k",1.14046767540888,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","BIAS","BG/NBD",0.16856758746304,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","BIAS","BG/CNBD-k",-0.104873816074552,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","BIAS","MBG/NBD",0.103532637916734,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","BIAS","MBG/CNBD-k",-0.222392966644215,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","LL","BG/NBD",-3066.62642407829,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","LL","BG/CNBD-k",-3016.24697710041,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","LL","MBG/NBD",-3065.73097020324,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","LL","MBG/CNBD-k",-3011.81910338809,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","r","BG/NBD",0.540456294282439,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","r","BG/CNBD-k",0.3844234398707,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","r","MBG/NBD",1.34961730354955,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","r","MBG/CNBD-k",1.53987641315791,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","alpha","BG/NBD",27.4656698768299,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","alpha","BG/CNBD-k",6.0929332657133,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","alpha","MBG/NBD",43.2229198602287,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","alpha","MBG/CNBD-k",13.193480080816,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","a","BG/NBD",0.617797194539682,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","a","BG/CNBD-k",1.39548011910336,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","a","MBG/NBD",0.587840964408205,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","a","MBG/CNBD-k",1.49523533262591,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","b","BG/NBD",2.98925049284401,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","b","BG/CNBD-k",2.58632320133324,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","b","MBG/NBD",1.09704153995705,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","b","MBG/CNBD-k",1.56288636585573,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","k","BG/NBD",1,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","k","BG/CNBD-k",2,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","k","MBG/NBD",1,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","k","MBG/CNBD-k",2,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","N","BG/NBD",932,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","N","BG/CNBD-k",932,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","N","MBG/NBD",932,"1.72140781677415","1.86111370547022"
"Reiniger_sonstige","N","MBG/CNBD-k",932,"1.72140781677415","1.86111370547022"
"Reis","MAE","BG/NBD",0.729080350454817,"1.61651859806459","1.65996282738774"
"Reis","MAE","BG/CNBD-k",0.681730679214227,"1.61651859806459","1.65996282738774"
"Reis","MAE","MBG/NBD",0.711885634625312,"1.61651859806459","1.65996282738774"
"Reis","MAE","MBG/CNBD-k",0.650214277860236,"1.61651859806459","1.65996282738774"
"Reis","RMSE","BG/NBD",1.31454623180254,"1.61651859806459","1.65996282738774"
"Reis","RMSE","BG/CNBD-k",1.31210206787866,"1.61651859806459","1.65996282738774"
"Reis","RMSE","MBG/NBD",1.30761705683452,"1.61651859806459","1.65996282738774"
"Reis","RMSE","MBG/CNBD-k",1.30621966004492,"1.61651859806459","1.65996282738774"
"Reis","BIAS","BG/NBD",0.147635673267775,"1.61651859806459","1.65996282738774"
"Reis","BIAS","BG/CNBD-k",-0.026724257958706,"1.61651859806459","1.65996282738774"
"Reis","BIAS","MBG/NBD",0.148852460238948,"1.61651859806459","1.65996282738774"
"Reis","BIAS","MBG/CNBD-k",-0.0566551918148006,"1.61651859806459","1.65996282738774"
"Reis","LL","BG/NBD",-3382.60684954344,"1.61651859806459","1.65996282738774"
"Reis","LL","BG/CNBD-k",-3341.1030763649,"1.61651859806459","1.65996282738774"
"Reis","LL","MBG/NBD",-3381.13653526546,"1.61651859806459","1.65996282738774"
"Reis","LL","MBG/CNBD-k",-3336.90028111155,"1.61651859806459","1.65996282738774"
"Reis","r","BG/NBD",0.294215940296841,"1.61651859806459","1.65996282738774"
"Reis","r","BG/CNBD-k",0.260146420133089,"1.61651859806459","1.65996282738774"
"Reis","r","MBG/NBD",0.809271186947334,"1.61651859806459","1.65996282738774"
"Reis","r","MBG/CNBD-k",0.879899956140826,"1.61651859806459","1.65996282738774"
"Reis","alpha","BG/NBD",10.9941045250618,"1.61651859806459","1.65996282738774"
"Reis","alpha","BG/CNBD-k",3.30414263290778,"1.61651859806459","1.65996282738774"
"Reis","alpha","MBG/NBD",17.2545738080448,"1.61651859806459","1.65996282738774"
"Reis","alpha","MBG/CNBD-k",5.94597206299875,"1.61651859806459","1.65996282738774"
"Reis","a","BG/NBD",1.13385617306893,"1.61651859806459","1.65996282738774"
"Reis","a","BG/CNBD-k",1.29210939696556,"1.61651859806459","1.65996282738774"
"Reis","a","MBG/NBD",0.601752376273059,"1.61651859806459","1.65996282738774"
"Reis","a","MBG/CNBD-k",0.975261492716614,"1.61651859806459","1.65996282738774"
"Reis","b","BG/NBD",4.89532885187246,"1.61651859806459","1.65996282738774"
"Reis","b","BG/CNBD-k",3.13992080892457,"1.61651859806459","1.65996282738774"
"Reis","b","MBG/NBD",0.844584911900547,"1.61651859806459","1.65996282738774"
"Reis","b","MBG/CNBD-k",1.02655539275386,"1.61651859806459","1.65996282738774"
"Reis","k","BG/NBD",1,"1.61651859806459","1.65996282738774"
"Reis","k","BG/CNBD-k",2,"1.61651859806459","1.65996282738774"
"Reis","k","MBG/NBD",1,"1.61651859806459","1.65996282738774"
"Reis","k","MBG/CNBD-k",2,"1.61651859806459","1.65996282738774"
"Reis","N","BG/NBD",942,"1.61651859806459","1.65996282738774"
"Reis","N","BG/CNBD-k",942,"1.61651859806459","1.65996282738774"
"Reis","N","MBG/NBD",942,"1.61651859806459","1.65996282738774"
"Reis","N","MBG/CNBD-k",942,"1.61651859806459","1.65996282738774"
"Reisdessert","MAE","BG/NBD",0.560981041187502,"1.52470493626877","1.72195110354278"
"Reisdessert","MAE","BG/CNBD-k",0.537248439896801,"1.52470493626877","1.72195110354278"
"Reisdessert","MAE","MBG/NBD",0.508862802514082,"1.52470493626877","1.72195110354278"
"Reisdessert","MAE","MBG/CNBD-k",0.472651008993818,"1.52470493626877","1.72195110354278"
"Reisdessert","RMSE","BG/NBD",1.22142856345228,"1.52470493626877","1.72195110354278"
"Reisdessert","RMSE","BG/CNBD-k",1.23489258741326,"1.52470493626877","1.72195110354278"
"Reisdessert","RMSE","MBG/NBD",1.21795814751586,"1.52470493626877","1.72195110354278"
"Reisdessert","RMSE","MBG/CNBD-k",1.22453084814827,"1.52470493626877","1.72195110354278"
"Reisdessert","BIAS","BG/NBD",0.00484449203458753,"1.52470493626877","1.72195110354278"
"Reisdessert","BIAS","BG/CNBD-k",-0.0971070972181393,"1.52470493626877","1.72195110354278"
"Reisdessert","BIAS","MBG/NBD",-0.145100693374654,"1.52470493626877","1.72195110354278"
"Reisdessert","BIAS","MBG/CNBD-k",-0.291122495632271,"1.52470493626877","1.72195110354278"
"Reisdessert","LL","BG/NBD",-964.976147203724,"1.52470493626877","1.72195110354278"
"Reisdessert","LL","BG/CNBD-k",-945.437502706164,"1.52470493626877","1.72195110354278"
"Reisdessert","LL","MBG/NBD",-962.515875240334,"1.52470493626877","1.72195110354278"
"Reisdessert","LL","MBG/CNBD-k",-940.495936415621,"1.52470493626877","1.72195110354278"
"Reisdessert","r","BG/NBD",0.194574510230756,"1.52470493626877","1.72195110354278"
"Reisdessert","r","BG/CNBD-k",0.187105642967942,"1.52470493626877","1.72195110354278"
"Reisdessert","r","MBG/NBD",1.17461621766972,"1.52470493626877","1.72195110354278"
"Reisdessert","r","MBG/CNBD-k",1.30720517217043,"1.52470493626877","1.72195110354278"
"Reisdessert","alpha","BG/NBD",5.08848331938811,"1.52470493626877","1.72195110354278"
"Reisdessert","alpha","BG/CNBD-k",1.75422361611825,"1.52470493626877","1.72195110354278"
"Reisdessert","alpha","MBG/NBD",12.4421115060568,"1.52470493626877","1.72195110354278"
"Reisdessert","alpha","MBG/CNBD-k",5.0653033502844,"1.52470493626877","1.72195110354278"
"Reisdessert","a","BG/NBD",1.4884291021338,"1.52470493626877","1.72195110354278"
"Reisdessert","a","BG/CNBD-k",1.48881707021724,"1.52470493626877","1.72195110354278"
"Reisdessert","a","MBG/NBD",1.33868731117967,"1.52470493626877","1.72195110354278"
"Reisdessert","a","MBG/CNBD-k",1.54481109737713,"1.52470493626877","1.72195110354278"
"Reisdessert","b","BG/NBD",2.7952530070534,"1.52470493626877","1.72195110354278"
"Reisdessert","b","BG/CNBD-k",2.08526070327703,"1.52470493626877","1.72195110354278"
"Reisdessert","b","MBG/NBD",0.956782080944023,"1.52470493626877","1.72195110354278"
"Reisdessert","b","MBG/CNBD-k",0.97477581780959,"1.52470493626877","1.72195110354278"
"Reisdessert","k","BG/NBD",1,"1.52470493626877","1.72195110354278"
"Reisdessert","k","BG/CNBD-k",2,"1.52470493626877","1.72195110354278"
"Reisdessert","k","MBG/NBD",1,"1.52470493626877","1.72195110354278"
"Reisdessert","k","MBG/CNBD-k",2,"1.52470493626877","1.72195110354278"
"Reisdessert","N","BG/NBD",304,"1.52470493626877","1.72195110354278"
"Reisdessert","N","BG/CNBD-k",304,"1.52470493626877","1.72195110354278"
"Reisdessert","N","MBG/NBD",304,"1.52470493626877","1.72195110354278"
"Reisdessert","N","MBG/CNBD-k",304,"1.52470493626877","1.72195110354278"
"Rotwein","MAE","BG/NBD",0.886617090223902,"1.68769193520358","1.78138725770517"
"Rotwein","MAE","BG/CNBD-k",0.833449241250457,"1.68769193520358","1.78138725770517"
"Rotwein","MAE","MBG/NBD",0.87367965511765,"1.68769193520358","1.78138725770517"
"Rotwein","MAE","MBG/CNBD-k",0.804641138965537,"1.68769193520358","1.78138725770517"
"Rotwein","RMSE","BG/NBD",2.15377974355162,"1.68769193520358","1.78138725770517"
"Rotwein","RMSE","BG/CNBD-k",2.14802334538283,"1.68769193520358","1.78138725770517"
"Rotwein","RMSE","MBG/NBD",2.15138722004291,"1.68769193520358","1.78138725770517"
"Rotwein","RMSE","MBG/CNBD-k",2.15425540364285,"1.68769193520358","1.78138725770517"
"Rotwein","BIAS","BG/NBD",0.0320168091574625,"1.68769193520358","1.78138725770517"
"Rotwein","BIAS","BG/CNBD-k",-0.110885796176787,"1.68769193520358","1.78138725770517"
"Rotwein","BIAS","MBG/NBD",0.00706624823154792,"1.68769193520358","1.78138725770517"
"Rotwein","BIAS","MBG/CNBD-k",-0.157080840975519,"1.68769193520358","1.78138725770517"
"Rotwein","LL","BG/NBD",-4090.3548719646,"1.68769193520358","1.78138725770517"
"Rotwein","LL","BG/CNBD-k",-3945.65895620458,"1.68769193520358","1.78138725770517"
"Rotwein","LL","MBG/NBD",-4090.40068220183,"1.68769193520358","1.78138725770517"
"Rotwein","LL","MBG/CNBD-k",-3942.29498223285,"1.68769193520358","1.78138725770517"
"Rotwein","r","BG/NBD",0.201034998804767,"1.68769193520358","1.78138725770517"
"Rotwein","r","BG/CNBD-k",0.203317837867238,"1.68769193520358","1.78138725770517"
"Rotwein","r","MBG/NBD",0.355300623133825,"1.68769193520358","1.78138725770517"
"Rotwein","r","MBG/CNBD-k",0.563521276833832,"1.68769193520358","1.78138725770517"
"Rotwein","alpha","BG/NBD",4.42250689823054,"1.68769193520358","1.78138725770517"
"Rotwein","alpha","BG/CNBD-k",1.0662165175542,"1.68769193520358","1.78138725770517"
"Rotwein","alpha","MBG/NBD",5.39480283377103,"1.68769193520358","1.78138725770517"
"Rotwein","alpha","MBG/CNBD-k",1.62838550015831,"1.68769193520358","1.78138725770517"
"Rotwein","a","BG/NBD",0.531969650102268,"1.68769193520358","1.78138725770517"
"Rotwein","a","BG/CNBD-k",0.659575016878637,"1.68769193520358","1.78138725770517"
"Rotwein","a","MBG/NBD",0.569878958934306,"1.68769193520358","1.78138725770517"
"Rotwein","a","MBG/CNBD-k",0.697427219311283,"1.68769193520358","1.78138725770517"
"Rotwein","b","BG/NBD",2.21109016290496,"1.68769193520358","1.78138725770517"
"Rotwein","b","BG/CNBD-k",1.71857766053331,"1.68769193520358","1.78138725770517"
"Rotwein","b","MBG/NBD",1.28770349209573,"1.68769193520358","1.78138725770517"
"Rotwein","b","MBG/CNBD-k",0.80925847351219,"1.68769193520358","1.78138725770517"
"Rotwein","k","BG/NBD",1,"1.68769193520358","1.78138725770517"
"Rotwein","k","BG/CNBD-k",3,"1.68769193520358","1.78138725770517"
"Rotwein","k","MBG/NBD",1,"1.68769193520358","1.78138725770517"
"Rotwein","k","MBG/CNBD-k",3,"1.68769193520358","1.78138725770517"
"Rotwein","N","BG/NBD",950,"1.68769193520358","1.78138725770517"
"Rotwein","N","BG/CNBD-k",950,"1.68769193520358","1.78138725770517"
"Rotwein","N","MBG/NBD",950,"1.68769193520358","1.78138725770517"
"Rotwein","N","MBG/CNBD-k",950,"1.68769193520358","1.78138725770517"
"SPECIALITES_CASCHER","MAE","BG/NBD",0.400910338667308,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","MAE","BG/CNBD-k",0.393787812076453,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","MAE","MBG/NBD",0.34327129207332,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","MAE","MBG/CNBD-k",0.366606914108754,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","RMSE","BG/NBD",0.771729031720479,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","RMSE","BG/CNBD-k",0.78502933382253,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","RMSE","MBG/NBD",0.776404108439756,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","RMSE","MBG/CNBD-k",0.784309007981795,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","BIAS","BG/NBD",-0.113465856176772,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","BIAS","BG/CNBD-k",-0.182712537368625,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","BIAS","MBG/NBD",-0.346125549552509,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","BIAS","MBG/CNBD-k",-0.30913384604527,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","LL","BG/NBD",-220.640100314265,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","LL","BG/CNBD-k",-217.957069331973,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","LL","MBG/NBD",-220.127296382671,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","LL","MBG/CNBD-k",-217.505863159718,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","r","BG/NBD",0.192417518142376,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","r","BG/CNBD-k",0.178962269920091,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","r","MBG/NBD",6.7031583353496,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","r","MBG/CNBD-k",0.526339260701033,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","alpha","BG/NBD",7.75294285804914,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","alpha","BG/CNBD-k",2.51243753620152,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","alpha","MBG/NBD",91.7862757197947,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","alpha","MBG/CNBD-k",3.85956150276585,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","a","BG/NBD",6670.79701572014,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","a","BG/CNBD-k",8336.79411328959,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","a","MBG/NBD",2.45712424650022,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","a","MBG/CNBD-k",54.8407173576386,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","b","BG/NBD",9984.5382778775,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","b","BG/CNBD-k",9999.76330751987,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","b","MBG/NBD",1.19318427874935,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","b","MBG/CNBD-k",57.4210963125823,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","k","BG/NBD",1,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","k","BG/CNBD-k",2,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","k","MBG/NBD",1,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","k","MBG/CNBD-k",2,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","N","BG/NBD",87,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","N","BG/CNBD-k",87,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","N","MBG/NBD",87,"1.40383931450326","1.56711019316882"
"SPECIALITES_CASCHER","N","MBG/CNBD-k",87,"1.40383931450326","1.56711019316882"
"Sacs...foil","MAE","BG/NBD",1.47677632482647,"1.95459241491103","2.20999879185857"
"Sacs...foil","MAE","BG/CNBD-k",1.36335979896155,"1.95459241491103","2.20999879185857"
"Sacs...foil","MAE","MBG/NBD",1.44322215557771,"1.95459241491103","2.20999879185857"
"Sacs...foil","MAE","MBG/CNBD-k",1.26597696726565,"1.95459241491103","2.20999879185857"
"Sacs...foil","RMSE","BG/NBD",2.36385461850252,"1.95459241491103","2.20999879185857"
"Sacs...foil","RMSE","BG/CNBD-k",2.30397723417378,"1.95459241491103","2.20999879185857"
"Sacs...foil","RMSE","MBG/NBD",2.33142027555072,"1.95459241491103","2.20999879185857"
"Sacs...foil","RMSE","MBG/CNBD-k",2.22576955883172,"1.95459241491103","2.20999879185857"
"Sacs...foil","BIAS","BG/NBD",0.272601346462797,"1.95459241491103","2.20999879185857"
"Sacs...foil","BIAS","BG/CNBD-k",0.157228626430282,"1.95459241491103","2.20999879185857"
"Sacs...foil","BIAS","MBG/NBD",0.247164001142852,"1.95459241491103","2.20999879185857"
"Sacs...foil","BIAS","MBG/CNBD-k",0.0650324139510566,"1.95459241491103","2.20999879185857"
"Sacs...foil","LL","BG/NBD",-13409.9650623607,"1.95459241491103","2.20999879185857"
"Sacs...foil","LL","BG/CNBD-k",-12621.6936545203,"1.95459241491103","2.20999879185857"
"Sacs...foil","LL","MBG/NBD",-13406.3595736739,"1.95459241491103","2.20999879185857"
"Sacs...foil","LL","MBG/CNBD-k",-12587.2886447226,"1.95459241491103","2.20999879185857"
"Sacs...foil","r","BG/NBD",0.495346420792923,"1.95459241491103","2.20999879185857"
"Sacs...foil","r","BG/CNBD-k",0.487021609880146,"1.95459241491103","2.20999879185857"
"Sacs...foil","r","MBG/NBD",0.793989843780526,"1.95459241491103","2.20999879185857"
"Sacs...foil","r","MBG/CNBD-k",1.37467154240941,"1.95459241491103","2.20999879185857"
"Sacs...foil","alpha","BG/NBD",8.44566043972283,"1.95459241491103","2.20999879185857"
"Sacs...foil","alpha","BG/CNBD-k",2.0165936468777,"1.95459241491103","2.20999879185857"
"Sacs...foil","alpha","MBG/NBD",10.6934510397526,"1.95459241491103","2.20999879185857"
"Sacs...foil","alpha","MBG/CNBD-k",3.81040954898491,"1.95459241491103","2.20999879185857"
"Sacs...foil","a","BG/NBD",0.0816040633397491,"1.95459241491103","2.20999879185857"
"Sacs...foil","a","BG/CNBD-k",0.238442770344751,"1.95459241491103","2.20999879185857"
"Sacs...foil","a","MBG/NBD",0.0921497846894417,"1.95459241491103","2.20999879185857"
"Sacs...foil","a","MBG/CNBD-k",0.297743907508655,"1.95459241491103","2.20999879185857"
"Sacs...foil","b","BG/NBD",1.87856596289256,"1.95459241491103","2.20999879185857"
"Sacs...foil","b","BG/CNBD-k",1.28996126213077,"1.95459241491103","2.20999879185857"
"Sacs...foil","b","MBG/NBD",0.386530241682178,"1.95459241491103","2.20999879185857"
"Sacs...foil","b","MBG/CNBD-k",0.561734227981773,"1.95459241491103","2.20999879185857"
"Sacs...foil","k","BG/NBD",1,"1.95459241491103","2.20999879185857"
"Sacs...foil","k","BG/CNBD-k",3,"1.95459241491103","2.20999879185857"
"Sacs...foil","k","MBG/NBD",1,"1.95459241491103","2.20999879185857"
"Sacs...foil","k","MBG/CNBD-k",3,"1.95459241491103","2.20999879185857"
"Sacs...foil","N","BG/NBD",1925,"1.95459241491103","2.20999879185857"
"Sacs...foil","N","BG/CNBD-k",1925,"1.95459241491103","2.20999879185857"
"Sacs...foil","N","MBG/NBD",1925,"1.95459241491103","2.20999879185857"
"Sacs...foil","N","MBG/CNBD-k",1925,"1.95459241491103","2.20999879185857"
"Saft.Nektar","MAE","BG/NBD",1.30823914903788,"1.8676305026714","2.0309593856577"
"Saft.Nektar","MAE","BG/CNBD-k",1.19271943235293,"1.8676305026714","2.0309593856577"
"Saft.Nektar","MAE","MBG/NBD",1.26402357947396,"1.8676305026714","2.0309593856577"
"Saft.Nektar","MAE","MBG/CNBD-k",1.13428118981627,"1.8676305026714","2.0309593856577"
"Saft.Nektar","RMSE","BG/NBD",3.01440230915544,"1.8676305026714","2.0309593856577"
"Saft.Nektar","RMSE","BG/CNBD-k",3.1422992223993,"1.8676305026714","2.0309593856577"
"Saft.Nektar","RMSE","MBG/NBD",3.13181279839235,"1.8676305026714","2.0309593856577"
"Saft.Nektar","RMSE","MBG/CNBD-k",3.31985144109151,"1.8676305026714","2.0309593856577"
"Saft.Nektar","BIAS","BG/NBD",0.162946213328598,"1.8676305026714","2.0309593856577"
"Saft.Nektar","BIAS","BG/CNBD-k",-0.0630539334416251,"1.8676305026714","2.0309593856577"
"Saft.Nektar","BIAS","MBG/NBD",0.11307455317556,"1.8676305026714","2.0309593856577"
"Saft.Nektar","BIAS","MBG/CNBD-k",-0.118965759970925,"1.8676305026714","2.0309593856577"
"Saft.Nektar","LL","BG/NBD",-9559.84998380517,"1.8676305026714","2.0309593856577"
"Saft.Nektar","LL","BG/CNBD-k",-9155.90919849889,"1.8676305026714","2.0309593856577"
"Saft.Nektar","LL","MBG/NBD",-9550.92024268898,"1.8676305026714","2.0309593856577"
"Saft.Nektar","LL","MBG/CNBD-k",-9127.05709341346,"1.8676305026714","2.0309593856577"
"Saft.Nektar","r","BG/NBD",0.337539124276935,"1.8676305026714","2.0309593856577"
"Saft.Nektar","r","BG/CNBD-k",0.336666122940747,"1.8676305026714","2.0309593856577"
"Saft.Nektar","r","MBG/NBD",0.819166199523424,"1.8676305026714","2.0309593856577"
"Saft.Nektar","r","MBG/CNBD-k",1.09461100861179,"1.8676305026714","2.0309593856577"
"Saft.Nektar","alpha","BG/NBD",4.72520008275877,"1.8676305026714","2.0309593856577"
"Saft.Nektar","alpha","BG/CNBD-k",1.1430039624551,"1.8676305026714","2.0309593856577"
"Saft.Nektar","alpha","MBG/NBD",7.49259714248586,"1.8676305026714","2.0309593856577"
"Saft.Nektar","alpha","MBG/CNBD-k",2.30205722742859,"1.8676305026714","2.0309593856577"
"Saft.Nektar","a","BG/NBD",0.522366546841547,"1.8676305026714","2.0309593856577"
"Saft.Nektar","a","BG/CNBD-k",0.727997876478843,"1.8676305026714","2.0309593856577"
"Saft.Nektar","a","MBG/NBD",0.518306415523713,"1.8676305026714","2.0309593856577"
