"cust","date","amt"
20954,2009-04-10,207
20954,2009-05-13,257
20954,2009-11-04,420
20954,2009-11-07,161
20956,2009-04-03,219
20956,2009-04-15,219
20966,2009-04-08,89
20966,2009-05-08,354
20966,2009-06-09,168
20966,2009-06-28,29
20966,2009-10-15,98
20966,2009-12-13,236.9
20966,2010-01-28,194
20973,2009-04-20,128
20973,2010-02-02,65
20973,2010-02-05,39
20974,2009-04-15,69
20975,2009-04-24,413.9
20975,2009-04-28,139
20975,2009-07-15,107
20975,2009-09-04,119
20975,2010-04-22,188
20976,2009-04-13,200
20978,2009-04-12,59
20979,2009-04-22,128
20979,2009-04-27,59
20979,2009-09-30,79
20979,2009-10-21,298
20979,2010-03-26,119
20980,2009-04-26,89
20981,2009-04-13,49
20983,2009-04-25,119
20984,2009-04-10,89
20989,2009-04-18,128
20989,2009-07-02,49
20990,2009-04-10,67
20996,2009-04-15,189
20996,2009-08-10,165
20998,2009-04-25,69
20998,2009-06-25,59
20998,2009-09-20,113
20998,2009-10-05,78
21000,2009-04-27,108
21002,2009-04-11,90
21002,2009-08-12,29
21003,2009-04-20,167
21004,2009-04-10,178
21004,2009-05-13,289
21005,2009-04-10,188
21007,2009-04-26,49
21007,2009-05-10,89
21007,2009-06-07,79
21008,2009-04-24,39
21008,2009-07-09,277
21009,2009-04-23,128
21009,2009-04-26,69
21009,2009-05-24,49
21009,2009-10-24,99
21009,2009-12-11,59
21012,2009-04-09,365
21012,2010-04-11,97
21013,2009-04-20,29
21013,2009-04-21,29
21013,2009-05-21,118
21013,2010-01-12,88
21014,2009-04-10,168
21014,2009-05-11,299
21014,2009-05-18,249
21014,2009-05-27,79
21014,2009-12-04,138.9
21014,2009-12-15,151
21014,2010-02-24,148
21014,2010-03-02,109.8
21014,2010-04-26,158
21018,2009-04-16,266
21018,2009-04-21,78
21019,2009-04-26,345
21019,2009-05-08,315
21019,2009-05-10,208
21020,2009-04-26,149
21022,2009-04-21,238
21023,2009-04-20,108
21023,2009-04-25,59
21023,2010-01-28,59
21024,2009-04-15,78
21024,2009-04-18,79
21024,2009-05-07,79
21024,2009-06-23,39.5
21024,2009-06-24,39.5
21024,2009-07-22,147
21024,2009-07-25,49
21024,2009-09-17,49
21024,2010-03-23,160
21025,2009-04-13,247.8
21027,2009-04-12,208
21028,2009-04-14,219
21028,2009-05-04,100
21028,2009-06-19,158
21028,2010-02-03,121
21029,2009-04-14,349
21029,2009-07-30,58
21029,2009-08-09,58
21029,2009-10-03,29
21031,2009-04-26,89
21031,2009-06-06,88
21031,2009-07-06,186
21032,2009-04-26,59
21032,2009-11-07,99
21032,2009-11-24,109
21032,2009-11-28,69
21032,2009-12-22,99
21033,2009-04-10,496
21034,2009-04-12,248
21034,2009-04-18,238
21034,2009-08-12,25
21037,2009-04-18,174
21037,2009-05-03,49
21037,2009-05-10,228
21037,2009-05-29,268
21037,2009-08-18,59
21037,2009-08-29,59
21037,2009-09-22,229
21037,2009-10-10,149
21037,2010-02-07,577
21038,2009-04-13,79
21039,2009-04-19,179
21039,2009-08-30,216
21041,2009-04-20,413
21041,2009-05-05,109
21042,2009-04-13,206
21043,2009-04-20,69
21044,2009-04-12,546
21044,2009-06-11,326
21044,2009-07-01,218
21044,2010-04-19,277
21045,2009-04-19,59
21045,2009-04-24,49
21045,2009-05-01,49
21045,2009-05-02,59
21045,2009-05-03,69
21045,2009-05-06,89
21045,2010-03-05,119
21045,2010-03-17,644
21045,2010-03-28,458
21045,2010-04-13,100
21048,2009-04-30,128
21052,2009-04-29,290
21052,2010-03-01,397
21079,2009-04-28,59
21083,2009-04-28,89
21083,2009-05-06,143
21083,2009-05-26,103
21083,2009-06-01,120
21083,2009-06-08,29
21083,2009-06-11,180
21083,2009-06-12,39
21083,2009-06-13,79
21083,2009-06-29,29
21083,2010-04-05,270
21083,2010-04-10,307
21083,2010-04-12,5.9
21092,2009-04-30,99
21096,2009-04-29,316
21096,2009-10-21,198
21096,2009-11-28,99
21102,2009-04-28,354
21102,2009-05-10,325
21102,2009-06-07,394
21102,2009-06-08,59
21102,2009-06-26,819
21102,2009-08-19,991
21102,2009-08-21,215
21102,2009-08-23,408
21102,2009-08-27,201
21102,2009-09-02,471
21102,2009-09-07,482.9
21102,2009-09-08,224
21102,2009-09-09,210
21102,2009-09-10,297
21102,2009-09-16,133
21102,2009-09-19,78
21102,2009-10-15,316
21102,2009-10-19,157
21102,2009-11-15,29
21102,2010-01-04,256
21108,2009-04-30,69
21108,2009-08-27,780
21108,2010-01-22,20
21108,2010-01-28,1068
21108,2010-03-19,1998
21108,2010-04-06,228
21108,2010-04-23,395
21279,2009-04-11,158
21279,2009-05-08,129
21279,2009-05-16,566.9
21279,2009-05-20,154
21279,2009-06-26,191
21329,2009-04-13,99
21410,2009-04-20,167
21410,2009-06-06,255
21410,2009-06-21,147
21410,2009-09-06,255.8
21410,2010-03-19,456
21410,2010-03-27,0
21431,2009-04-22,287
21431,2009-09-07,159
21457,2009-04-11,167
21457,2009-07-25,337
21457,2009-09-06,800
21457,2009-11-16,496
21457,2010-02-06,194
21457,2010-02-26,173
21457,2010-04-01,157
21457,2010-04-12,162
21511,2009-04-20,340.9
21511,2009-09-12,512.9
21511,2010-01-04,394
21511,2010-01-08,49
21514,2009-04-20,189
21621,2009-04-10,267
21621,2009-04-14,285
21621,2009-04-27,255
21621,2009-05-03,59
21621,2009-05-10,257
21621,2009-06-07,270
21621,2009-06-15,265
21621,2009-06-21,252
21621,2009-06-22,250
21621,2009-07-08,158
21621,2009-07-20,122
21621,2009-07-25,400
21621,2009-07-27,48
21621,2009-07-31,123
21621,2009-08-18,79
21621,2009-08-29,208
21621,2009-09-03,153
21621,2009-09-06,39
21621,2009-09-19,203
21621,2009-09-22,78
21621,2009-09-26,29
21621,2009-09-28,250
21621,2009-10-24,267
21621,2009-11-06,118
21621,2010-01-09,55
21621,2010-04-03,343
21621,2010-04-17,24
21621,2010-04-26,57
21660,2009-04-15,427.8
21669,2009-04-16,188
21669,2009-04-21,69
21669,2009-06-03,49
21669,2009-06-05,99
21669,2009-06-12,154
21669,2009-06-15,208
21669,2009-07-02,108
21669,2009-07-28,175.9
21669,2010-04-12,207
21701,2009-04-25,151
21774,2009-04-21,168
21790,2009-04-27,237
21790,2009-10-04,129
21792,2009-04-27,69
21811,2009-04-04,277
21811,2009-05-13,279
21811,2009-05-25,154
21955,2009-04-23,342.8
21955,2009-06-01,234
21955,2009-06-02,26
21955,2009-06-09,134
21955,2009-07-01,180
21955,2009-10-23,118
21955,2009-10-24,322
21955,2010-01-18,29
21955,2010-02-08,272.8
21955,2010-04-09,38
21955,2010-04-13,48
21955,2010-04-17,39
21957,2009-04-23,383
21957,2009-06-05,290
21957,2009-12-07,203
21957,2010-03-13,129
21958,2009-04-08,128
21958,2009-05-12,167
21994,2009-04-13,48
22016,2009-04-23,39
22054,2009-04-05,187
22370,2009-04-10,69
22370,2009-10-01,260
22370,2010-01-06,151
22461,2009-04-30,259
22461,2010-04-07,299
22558,2009-04-13,209
22558,2009-05-07,252
22558,2009-12-23,502.9
22663,2009-04-04,59
22663,2009-10-20,118
22663,2010-02-03,169
22836,2009-04-05,118
22836,2009-10-18,148
22836,2009-10-19,337
22836,2009-12-09,199
22838,2009-04-09,248
22838,2009-05-15,39
22843,2009-04-08,632
22847,2009-04-10,38
22849,2009-04-04,149
22849,2009-06-06,79
22850,2009-04-03,49
22850,2009-04-26,79
22850,2009-05-20,29
22850,2009-05-21,136
22860,2009-04-01,168
22860,2009-09-15,79
22860,2009-10-08,129
22864,2009-04-06,70
22864,2009-07-21,59
22865,2009-04-06,80
22865,2009-04-07,48
22865,2009-04-12,48
22865,2009-08-23,230.7
22867,2009-04-03,396
22867,2009-07-10,127
22867,2010-01-23,59
22873,2009-04-03,386
22873,2009-11-20,99
22874,2009-04-08,177
22877,2009-04-06,167
22883,2009-04-05,84
22886,2009-04-06,188
22886,2009-04-12,59
22886,2009-08-29,704
22892,2009-04-13,49
22893,2009-04-15,217
22893,2009-04-28,159
22893,2009-05-28,99
22893,2010-03-31,338
22894,2009-04-14,220
22894,2009-06-20,49
22894,2009-06-29,19
22895,2009-04-09,69
22895,2009-08-31,69
22895,2009-10-07,115
22897,2009-04-13,317
22897,2009-04-14,0
22898,2009-04-22,69
22898,2009-04-29,107
22898,2009-06-28,109
22899,2009-04-22,195
22899,2009-09-20,129
22899,2009-11-12,100
22899,2010-01-09,201
22899,2010-02-23,207
22900,2009-04-26,39
22915,2009-04-11,148
22916,2009-04-24,89
22916,2009-11-10,302.9
22920,2009-04-19,118
22923,2009-04-22,68
22923,2009-09-26,58
22924,2009-04-21,129
22925,2009-04-01,207
22925,2009-04-24,89
22925,2009-05-13,265
22925,2009-05-20,729
22925,2009-06-10,255.9
22925,2009-07-30,64
22925,2009-09-24,29
22925,2009-10-10,625
22925,2009-10-16,99
22925,2009-10-22,55
22925,2009-10-27,832
22925,2009-11-12,39
22925,2009-11-27,169
22925,2009-12-02,464
22925,2010-01-04,87
22925,2010-01-28,232
22925,2010-04-16,99
22925,2010-04-23,366
22926,2009-04-23,279
22927,2009-04-14,49
22927,2009-04-20,58
22927,2009-05-12,376
22927,2009-05-19,49
22927,2009-06-07,29
22927,2009-06-22,29
22927,2010-03-29,198
22927,2010-04-09,128
22927,2010-04-14,49
22929,2009-04-13,79
22930,2009-04-22,119
22931,2009-04-12,79
22931,2009-07-03,119
22933,2009-04-23,49
22933,2009-05-15,49
22935,2009-04-15,396
22935,2009-04-18,186
22935,2009-04-27,39
22935,2009-05-07,29
22935,2009-07-02,99
22936,2009-04-26,247
22937,2009-04-14,99
22939,2009-04-18,89
22940,2009-04-16,216
22940,2009-12-22,78
22943,2009-04-20,128
22943,2009-04-29,69
22943,2009-06-04,237
22943,2009-06-11,118
22943,2009-06-26,200
22943,2009-09-29,159
22944,2009-04-26,69
22944,2009-06-23,79
22944,2009-08-29,237
22944,2009-10-11,298
22945,2009-04-13,158
22945,2009-07-19,114
22947,2009-04-24,410
22947,2009-05-25,386
22947,2009-06-28,342
22948,2009-04-22,59
22949,2009-04-15,75
22963,2009-04-30,362
22963,2009-09-15,475
22963,2009-11-29,428.7
22972,2009-04-28,97
22974,2009-04-29,156
22974,2009-05-27,29
22974,2009-11-23,187
22974,2009-12-24,327
22975,2009-04-29,79
23007,2009-04-28,119
23007,2009-04-29,128
23007,2009-06-13,88
23007,2009-06-14,49
23007,2009-09-06,119
23060,2009-04-08,79
23282,2009-04-04,59
23282,2009-07-14,49
23282,2009-08-07,205
23282,2009-08-10,138
23282,2009-08-12,29
23282,2009-08-13,29
23282,2009-11-04,185.9
23282,2009-11-06,131
23282,2009-11-28,88
23282,2009-12-21,216.9
23282,2009-12-24,529
23282,2010-01-07,385
23419,2009-04-01,38
23531,2009-04-27,120
23531,2009-05-04,69
23531,2009-06-12,307
23531,2010-04-16,39.9
23531,2010-04-20,156
23546,2009-04-14,177
23654,2009-04-19,278.5
23654,2009-05-14,39
23700,2009-04-08,294
23700,2009-05-14,196
23700,2009-08-07,132
23734,2009-04-15,185
23734,2009-07-15,255
23734,2010-02-24,329
23734,2010-03-04,375.9
23734,2010-03-24,390
23773,2009-04-26,69
23773,2009-09-05,25
23773,2009-09-10,19.9
23823,2009-04-15,214
23830,2009-04-17,170.9
23830,2009-05-04,97
23830,2009-07-02,150
23830,2009-07-03,147
23830,2009-07-18,468
23830,2009-07-30,119
23830,2009-07-31,39
23830,2009-08-05,186
23830,2009-08-06,55
23830,2009-08-07,59
23830,2009-08-12,85
23830,2009-08-13,69
23830,2009-08-14,158
23830,2009-09-11,38
23830,2009-09-28,35
23830,2009-10-14,127
23830,2009-10-19,25
23830,2009-10-20,182
23830,2009-10-24,19
23830,2009-10-26,470
23830,2009-10-27,269
23830,2009-10-28,55
23830,2009-10-31,25
23830,2009-11-04,92
23830,2009-11-07,42
23830,2009-11-13,39
23830,2009-11-15,39
23830,2009-11-16,93
23830,2009-11-18,9
23830,2009-11-19,218
23830,2009-11-25,94
23830,2009-11-29,97
23830,2009-11-30,59
23830,2009-12-03,35
23830,2009-12-05,91
23830,2009-12-07,35
23830,2009-12-11,276
23830,2009-12-16,321
23830,2009-12-17,69
23830,2009-12-20,334
23830,2009-12-21,472
23830,2009-12-22,786
23830,2009-12-23,577
23830,2009-12-30,148
23830,2010-01-26,0
23830,2010-02-26,328
23830,2010-03-11,175
23830,2010-03-15,198
23830,2010-04-09,515.9
23832,2009-04-18,115
23832,2009-09-09,79
23832,2009-12-24,229
23861,2009-04-10,157
23946,2009-04-20,178
23946,2009-08-21,310
23946,2009-11-02,238
23981,2009-04-08,174
